Playback Hour,Operating System,Browser,Delivery Type,City,Country,ISP,State,Content Quality Entitled,Entitlement Type,Video Type,Audio Language,Title,,,
06/13/2016 3:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode 3-Downton Abbey The Final Season,,,
06/14/2016 0:00:00,Linux,,,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode 4-Downton Abbey The Final Season,,,
06/14/2016 3:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode 5-Downton Abbey The Final Season,,,
06/14/2016 3:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode Six-Downton Abbey The Final Season,,,
06/14/2016 5:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode 7-Downton Abbey The Final Season,,,
06/15/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode 7-Downton Abbey The Final Season,,,
06/15/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode 8-Downton Abbey The Final Season,,,
06/17/2016 3:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Episode 8-Downton Abbey The Final Season,,,
06/17/2016 3:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,The Finale-Downton Abbey The Final Season,,,
07/17/2016 1:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,R & B Jukebox - R&B Jukebox: 20 Classic Hits,,,
07/17/2016 1:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Fleetwood Mac: The Early Years,,,
07/17/2016 1:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Music Box Biographical Collection: Pink Floyd,,,
07/17/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Music Box Biographical Collection: Led Zeppelin,,,
07/17/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Rock,Rock,Rock,
07/17/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Cruisin Love Songs,,,
07/17/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,The Unauthorized Biography of Johnny Cash,,,
07/17/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Willie and The Poor Boys - Willie and The Poor Boys,,,
07/17/2016 2:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Cruisin Love Songs,,,
07/20/2016 17:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Stunning Aurora Borealis & Relaxing Music - BaLu - Relaxing Nature,,,
07/20/2016 17:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,HD,PRIME_SUBSCRIPTION,Feature,,Haunt Your House,,,
07/20/2016 18:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Esovision: Relaxation Series - The Sea,,,
07/20/2016 18:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,Esovision: Relaxation Series - Celtic Dreams,,,
07/20/2016 18:00:00,Android5.1.1,,streaming,williamstown,us,Williamstown_Cable,ky,SD,PRIME_SUBSCRIPTION,Feature,,The Toronto Welsh Choir - Live at the Regent Theater,,,
11/17/2016 1:00:00,Windows 10,Firefox 49.0 build:20161019084923,,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,FREE,VideoAds,,,,,
12/15/2016 5:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,,,,,La Fiamma-Mozart in the Jungle Season 3,,,
12/15/2016 5:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,The Modern Piece-Mozart in the Jungle Season 3,,,
12/15/2016 5:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,My Heart Opens To Your Voice-Mozart in the Jungle Season 3,,,
12/16/2016 1:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,My Heart Opens To Your Voice-Mozart in the Jungle Season 3,,,
12/16/2016 2:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,Avventura Romantica-Mozart in the Jungle Season 3,,,
12/16/2016 2:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,Now I Will Sing-Mozart in the Jungle Season 3,,,
12/16/2016 3:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,Symphony Of Red Tape-Mozart in the Jungle Season 3,,,
12/16/2016 3:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,Not Yet Titled-Mozart in the Jungle Season 3,,,
12/16/2016 3:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,Circles Within Circles-Mozart in the Jungle Season 3,,,
12/16/2016 5:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,HD,PRIME_SUBSCRIPTION,Feature,,Creative Solutions for Creative Lives-Mozart in the Jungle Season 3,,,
12/16/2016 5:00:00,Android5.1.1,,streaming,walton,us,Cincinnati_Bell_Telephone,ky,,,,,You're The Best Or You F'ng Suck-Mozart in the Jungle Season 3,,,
12/31/2016 4:00:00,Windows 7,Firefox 50.0 build:20161208153507,,walton,us,Cincinnati_Bell_Telephone,ky,HD,FREE,VideoAds,,,,,
12/31/2016 4:00:00,Windows 7,Firefox 50.0 build:20161208153507,,walton,us,Cincinnati_Bell_Telephone,ky,HD,FREE,VideoAds,,,,,
04/17/2017 20:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Collapse of Nature-Orphan Black,Season 4,,
04/17/2017 20:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Collapse of Nature-Orphan Black,Season 4,,
04/19/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Transgressive Border Crossing-Orphan Black,Season 4,,
04/19/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Transgressive Border Crossing-Orphan Black,Season 4,,
04/30/2017 0:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Transgressive Border Crossing-Orphan Black,Season 4,,
04/30/2017 1:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Stigmata of Progress-Orphan Black,Season 4,,
04/30/2017 19:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Stigmata of Progress-Orphan Black,Season 4,,
04/30/2017 20:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,From Instinct to Rational Control-Orphan Black,Season 4,,
04/30/2017 21:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Human Raw Material-Orphan Black,Season 4,,
04/30/2017 21:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Human Raw Material-Orphan Black,Season 4,,
04/30/2017 22:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Scandal of Altruism-Orphan Black,Season 4,,
04/30/2017 23:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Antisocialism of Sex-Orphan Black,Season 4,,
05/07/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PURCHASE,Feature,en-us,Spanking the Zombie-iZombie: The Complete Third Season,,,
05/08/2017 19:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Antisocialism of Sex-Orphan Black,Season 4,,
05/09/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Redesign of Natural Objects-Orphan Black,Season 4,,
05/09/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Mitigation of Competition-Orphan Black,Season 4,,
05/09/2017 5:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Mitigation of Competition-Orphan Black,Season 4,,
05/09/2017 5:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,From Dancing Mice to Psychopaths-Orphan Black,Season 4,,
05/09/2017 17:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Mitigation of Competition-Orphan Black,Season 4,,
06/07/2017 0:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PURCHASE,Feature,en-us,Twenty-Sided,Die-iZombie: The Complete Third Season,,
06/12/2017 0:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.0_hellofriend.mov-Mr. Robot,Season 1,,
06/12/2017 2:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.1_one-and-zer0es.mpeg-Mr. Robot,Season 1,,
06/12/2017 2:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.0_hellofriend.mov-Mr. Robot,Season 1,,
06/12/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.0_hellofriend.mov-Mr. Robot,Season 1,,
06/13/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.0_hellofriend.mov-Mr. Robot,Season 1,,
06/13/2017 5:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.2_d3bug.mkv-Mr. Robot,Season 1,,
06/13/2017 23:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.2_d3bug.mkv-Mr. Robot,Season 1,,
06/14/2017 0:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.3_da3m0ns.mp4-Mr. Robot,Season 1,,
06/14/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.3_da3m0ns.mp4-Mr. Robot,Season 1,,
06/16/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.5_br4ve-trave1er.asf-Mr. Robot,Season 1,,
06/17/2017 0:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.7_wh1ter0se.m4v-Mr. Robot,Season 1,,
06/17/2017 1:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.8_m1rr0r1ng.qt-Mr. Robot,Season 1,,
06/17/2017 2:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.8_m1rr0r1ng.qt-Mr. Robot,Season 1,,
06/17/2017 2:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.9_zer0-daY.avi-Mr. Robot,Season 1,,
06/17/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.9_zer0-daY.avi-Mr. Robot,Season 1,,
06/17/2017 22:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps1.9_zer0-daY.avi-Mr. Robot,Season 1,,
06/17/2017 23:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,From Dancing Mice to Psychopaths-Orphan Black,Season 4,,
06/23/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,She's Gone-Suits,Season 6,,
06/23/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Painting-Suits,Season 6,,
06/23/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Painting-Suits,Season 6,,
06/23/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Teeth,Nose,Teeth-Suits,Season 6
06/23/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Admission of Guilt-Suits,Season 6,,
06/24/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Admission of Guilt-Suits,Season 6,,
06/24/2017 5:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Quid Pro Quo-Suits,Season 6,,
06/24/2017 5:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Character and Fitness-Suits,Season 6,,
06/24/2017 6:00:00,iOS_10.3.2,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en,Character and Fitness-Suits,Season 6,,
06/24/2017 17:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,She's Gone-Suits,Season 6,,
06/24/2017 18:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Teeth,Nose,Teeth-Suits,Season 6
06/24/2017 19:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Admission of Guilt-Suits,Season 6,,
06/24/2017 20:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Quid Pro Quo-Suits,Season 6,,
06/24/2017 21:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Character and Fitness-Suits,Season 6,,
06/24/2017 22:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Holy Trinity-The Grand Tour Season 1,,,
06/25/2017 0:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Operation Desert Stumble-The Grand Tour Season 1,,,
06/25/2017 1:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Opera,Art and Donuts-The Grand Tour Season 1,,
06/27/2017 16:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Opera,Art and Donuts-The Grand Tour Season 1,,
06/27/2017 17:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Enviro-mental-The Grand Tour Season 1,,,
06/27/2017 18:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Morroccan Roll-The Grand Tour Season 1,,,
06/27/2017 19:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Happy Finnish Christmas-The Grand Tour Season 1,,,
06/27/2017 21:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Beach (Buggy) Boys part 1-The Grand Tour Season 1,,,
06/27/2017 22:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Beach (Buggy) Boys part 2-The Grand Tour Season 1,,,
06/27/2017 23:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Berks to the Future-The Grand Tour Season 1,,,
06/28/2017 0:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Dumb Fight at the O.K. coral-The Grand Tour Season 1,,,
06/28/2017 13:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Dumb Fight at the O.K. coral-The Grand Tour Season 1,,,
06/28/2017 14:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Italian Lessons-The Grand Tour Season 1,,,
06/28/2017 15:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,[censored] to [censored]-The Grand Tour Season 1,,,
06/29/2017 2:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Past v Future-The Grand Tour Season 1,,,
06/29/2017 23:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Past v Future-The Grand Tour Season 1,,,
06/29/2017 23:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Pilot'-Hung: Season 1,,,
06/29/2017 23:00:00,ps4,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Pilot'-Hung: Season 1,,,
08/01/2017 21:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Holy Trinity-The Grand Tour Season 1,,,
08/02/2017 0:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Operation Desert Stumble-The Grand Tour Season 1,,,
08/02/2017 2:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Opera,Art and Donuts-The Grand Tour Season 1,,
08/02/2017 3:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Enviro-mental-The Grand Tour Season 1,,,
08/04/2017 0:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Past v Future-The Grand Tour Season 1,,,
08/04/2017 0:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Enviro-mental-The Grand Tour Season 1,,,
08/04/2017 1:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Morroccan Roll-The Grand Tour Season 1,,,
08/04/2017 22:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Morroccan Roll-The Grand Tour Season 1,,,
08/04/2017 22:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Happy Finnish Christmas-The Grand Tour Season 1,,,
08/05/2017 0:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Beach (Buggy) Boys part 1-The Grand Tour Season 1,,,
08/05/2017 1:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Beach (Buggy) Boys part 2-The Grand Tour Season 1,,,
08/06/2017 18:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Beach (Buggy) Boys part 2-The Grand Tour Season 1,,,
08/06/2017 18:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Morroccan Roll-The Grand Tour Season 1,,,
08/07/2017 21:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Beach (Buggy) Boys part 2-The Grand Tour Season 1,,,
08/07/2017 21:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Pilot-The Last Tycoon - Season 1,,,
08/07/2017 22:00:00,samsungtv,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,Nobody Recasts Like Monroe-The Last Tycoon - Season 1,,,
08/19/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.0_unm4sk-pt1.tc-Mr. Robot,Season 2,,
08/19/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.0_unm4sk-pt1.tc-Mr. Robot,Season 2,,
08/22/2017 1:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.0_unm4sk-pt2.tc-Mr. Robot,Season 2,,
08/22/2017 1:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.1_k3rnel-pan1c.ksd-Mr. Robot,Season 2,,
08/22/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.1_k3rnel-pan1c.ksd-Mr. Robot,Season 2,,
08/22/2017 17:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.2_init_1.asec-Mr. Robot,Season 2,,
08/22/2017 19:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.3_logic-b0mb.hc-Mr. Robot,Season 2,,
08/22/2017 20:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.4_m4ster-s1ave.aes-Mr. Robot,Season 2,,
08/22/2017 21:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.5_h4ndshake.sme-Mr. Robot,Season 2,,
08/22/2017 22:00:00,Linux,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.6_succ3ss0r.p12-Mr. Robot,Season 2,,
08/23/2017 0:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.6_succ3ss0r.p12-Mr. Robot,Season 2,,
08/23/2017 1:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.6_succ3ss0r.p12-Mr. Robot,Season 2,,
08/23/2017 1:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.7_init_5.fve-Mr. Robot,Season 2,,
08/23/2017 3:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.7_init_5.fve-Mr. Robot,Season 2,,
08/23/2017 4:00:00,Android5.1.1,,streaming,cincinnati,us,Cincinnati_Bell_Telephone,oh,HD,PRIME_SUBSCRIPTION,Feature,en-us,eps2.7_init_5.fve-Mr. Robot,Season 2,,
